run,round_id,aggregator,agent_index,weight,onset_round
0,38,majority_vote,1,0.2,20
0,38,majority_vote,2,0.2,20
0,38,majority_vote,3,0.2,20
0,38,majority_vote,4,0.2,20
0,39,majority_vote,0,0.2,20
0,39,majority_vote,1,0.2,20
0,39,majority_vote,2,0.2,20
0,39,majority_vote,3,0.2,20
0,39,majority_vote,4,0.2,20
0,0,oracle_upper_bound,0,1.0,20
0,0,oracle_upper_bound,1,0.0,20
0,0,oracle_upper_bound,2,0.0,20
0,0,oracle_upper_bound,3,0.0,20
0,0,oracle_upper_bound,4,0.0,20
0,1,oracle_upper_bound,0,1.0,20
0,1,oracle_upper_bound,1,0.0,20
0,1,oracle_upper_bound,2,0.0,20
0,1,oracle_upper_bound,3,0.0,20
0,1,oracle_upper_bound,4,0.0,20
0,2,oracle_upper_bound,0,1.0,20
0,2,oracle_upper_bound,1,0.0,20
0,2,oracle_upper_bound,2,0.0,20
0,2,oracle_upper_bound,3,0.0,20
0,2,oracle_upper_bound,4,0.0,20
0,3,oracle_upper_bound,0,1.0,20
0,3,oracle_upper_bound,1,0.0,20
0,3,oracle_upper_bound,2,0.0,20
0,3,oracle_upper_bound,3,0.0,20
0,3,oracle_upper_bound,4,0.0,20
0,4,oracle_upper_bound,0,1.0,20
0,4,oracle_upper_bound,1,0.0,20
0,4,oracle_upper_bound,2,0.0,20
0,4,oracle_upper_bound,3,0.0,20
0,4,oracle_upper_bound,4,0.0,20
0,5,oracle_upper_bound,0,1.0,20
0,5,oracle_upper_bound,1,0.0,20
0,5,oracle_upper_bound,2,0.0,20
0,5,oracle_upper_bound,3,0.0,20
0,5,oracle_upper_bound,4,0.0,20
0,6,oracle_upper_bound,0,1.0,20
0,6,oracle_upper_bound,1,0.0,20
0,6,oracle_upper_bound,2,0.0,20
0,6,oracle_upper_bound,3,0.0,20
0,6,oracle_upper_bound,4,0.0,20
0,7,oracle_upper_bound,0,1.0,20
0,7,oracle_upper_bound,1,0.0,20
0,7,oracle_upper_bound,2,0.0,20
0,7,oracle_upper_bound,3,0.0,20
0,7,oracle_upper_bound,4,0.0,20
0,8,oracle_upper_bound,0,1.0,20
0,8,oracle_upper_bound,1,0.0,20
0,8,oracle_upper_bound,2,0.0,20
0,8,oracle_upper_bound,3,0.0,20
0,8,oracle_upper_bound,4,0.0,20
0,9,oracle_upper_bound,0,1.0,20
0,9,oracle_upper_bound,1,0.0,20
0,9,oracle_upper_bound,2,0.0,20
0,9,oracle_upper_bound,3,0.0,20
0,9,oracle_upper_bound,4,0.0,20
0,10,oracle_upper_bound,0,1.0,20
0,10,oracle_upper_bound,1,0.0,20
0,10,oracle_upper_bound,2,0.0,20
0,10,oracle_upper_bound,3,0.0,20
0,10,oracle_upper_bound,4,0.0,20
0,11,oracle_upper_bound,0,1.0,20
0,11,oracle_upper_bound,1,0.0,20
0,11,oracle_upper_bound,2,0.0,20
0,11,oracle_upper_bound,3,0.0,20
0,11,oracle_upper_bound,4,0.0,20
0,12,oracle_upper_bound,0,1.0,20
0,12,oracle_upper_bound,1,0.0,20
0,12,oracle_upper_bound,2,0.0,20
0,12,oracle_upper_bound,3,0.0,20
0,12,oracle_upper_bound,4,0.0,20
0,13,oracle_upper_bound,0,1.0,20
0,13,oracle_upper_bound,1,0.0,20
0,13,oracle_upper_bound,2,0.0,20
0,13,oracle_upper_bound,3,0.0,20
0,13,oracle_upper_bound,4,0.0,20
0,14,oracle_upper_bound,0,1.0,20
0,14,oracle_upper_bound,1,0.0,20
0,14,oracle_upper_bound,2,0.0,20
0,14,oracle_upper_bound,3,0.0,20
0,14,oracle_upper_bound,4,0.0,20
0,15,oracle_upper_bound,0,1.0,20
0,15,oracle_upper_bound,1,0.0,20
0,15,oracle_upper_bound,2,0.0,20
0,15,oracle_upper_bound,3,0.0,20
0,15,oracle_upper_bound,4,0.0,20
0,16,oracle_upper_bound,0,1.0,20
0,16,oracle_upper_bound,1,0.0,20
0,16,oracle_upper_bound,2,0.0,20
0,16,oracle_upper_bound,3,0.0,20
0,16,oracle_upper_bound,4,0.0,20
0,17,oracle_upper_bound,0,1.0,20
0,17,oracle_upper_bound,1,0.0,20
0,17,oracle_upper_bound,2,0.0,20
0,17,oracle_upper_bound,3,0.0,20
0,17,oracle_upper_bound,4,0.0,20
0,18,oracle_upper_bound,0,0.0,20
0,18,oracle_upper_bound,1,1.0,20
0,18,oracle_upper_bound,2,0.0,20
0,18,oracle_upper_bound,3,0.0,20
0,18,oracle_upper_bound,4,0.0,20
0,19,oracle_upper_bound,0,0.0,20
0,19,oracle_upper_bound,1,1.0,20
0,19,oracle_upper_bound,2,0.0,20
0,19,oracle_upper_bound,3,0.0,20
0,19,oracle_upper_bound,4,0.0,20
0,20,oracle_upper_bound,0,0.0,20
0,20,oracle_upper_bound,1,1.0,20
0,20,oracle_upper_bound,2,0.0,20
0,20,oracle_upper_bound,3,0.0,20
0,20,oracle_upper_bound,4,0.0,20
0,21,oracle_upper_bound,0,0.0,20
0,21,oracle_upper_bound,1,1.0,20
0,21,oracle_upper_bound,2,0.0,20
0,21,oracle_upper_bound,3,0.0,20
0,21,oracle_upper_bound,4,0.0,20
0,22,oracle_upper_bound,0,0.0,20
0,22,oracle_upper_bound,1,1.0,20
0,22,oracle_upper_bound,2,0.0,20
0,22,oracle_upper_bound,3,0.0,20
0,22,oracle_upper_bound,4,0.0,20
0,23,oracle_upper_bound,0,0.0,20
0,23,oracle_upper_bound,1,1.0,20
0,23,oracle_upper_bound,2,0.0,20
0,23,oracle_upper_bound,3,0.0,20
0,23,oracle_upper_bound,4,0.0,20
0,24,oracle_upper_bound,0,0.0,20
0,24,oracle_upper_bound,1,1.0,20
0,24,oracle_upper_bound,2,0.0,20
0,24,oracle_upper_bound,3,0.0,20
0,24,oracle_upper_bound,4,0.0,20
0,25,oracle_upper_bound,0,0.0,20
0,25,oracle_upper_bound,1,1.0,20
0,25,oracle_upper_bound,2,0.0,20
0,25,oracle_upper_bound,3,0.0,20
0,25,oracle_upper_bound,4,0.0,20
0,26,oracle_upper_bound,0,0.0,20
0,26,oracle_upper_bound,1,1.0,20
0,26,oracle_upper_bound,2,0.0,20
0,26,oracle_upper_bound,3,0.0,20
0,26,oracle_upper_bound,4,0.0,20
0,27,oracle_upper_bound,0,0.0,20
0,27,oracle_upper_bound,1,1.0,20
0,27,oracle_upper_bound,2,0.0,20
0,27,oracle_upper_bound,3,0.0,20
0,27,oracle_upper_bound,4,0.0,20
0,28,oracle_upper_bound,0,0.0,20
0,28,oracle_upper_bound,1,1.0,20
0,28,oracle_upper_bound,2,0.0,20
0,28,oracle_upper_bound,3,0.0,20
0,28,oracle_upper_bound,4,0.0,20
0,29,oracle_upper_bound,0,0.0,20
0,29,oracle_upper_bound,1,1.0,20
0,29,oracle_upper_bound,2,0.0,20
0,29,oracle_upper_bound,3,0.0,20
0,29,oracle_upper_bound,4,0.0,20
0,30,oracle_upper_bound,0,0.0,20
0,30,oracle_upper_bound,1,1.0,20
0,30,oracle_upper_bound,2,0.0,20
0,30,oracle_upper_bound,3,0.0,20
0,30,oracle_upper_bound,4,0.0,20
0,31,oracle_upper_bound,0,0.0,20
0,31,oracle_upper_bound,1,1.0,20
0,31,oracle_upper_bound,2,0.0,20
0,31,oracle_upper_bound,3,0.0,20
0,31,oracle_upper_bound,4,0.0,20
0,32,oracle_upper_bound,0,0.0,20
0,32,oracle_upper_bound,1,1.0,20
0,32,oracle_upper_bound,2,0.0,20
0,32,oracle_upper_bound,3,0.0,20
0,32,oracle_upper_bound,4,0.0,20
0,33,oracle_upper_bound,0,0.0,20
0,33,oracle_upper_bound,1,1.0,20
0,33,oracle_upper_bound,2,0.0,20
0,33,oracle_upper_bound,3,0.0,20
0,33,oracle_upper_bound,4,0.0,20
0,34,oracle_upper_bound,0,0.0,20
0,34,oracle_upper_bound,1,1.0,20
0,34,oracle_upper_bound,2,0.0,20
0,34,oracle_upper_bound,3,0.0,20
0,34,oracle_upper_bound,4,0.0,20
0,35,oracle_upper_bound,0,0.0,20
0,35,oracle_upper_bound,1,1.0,20
0,35,oracle_upper_bound,2,0.0,20
0,35,oracle_upper_bound,3,0.0,20
0,35,oracle_upper_bound,4,0.0,20
0,36,oracle_upper_bound,0,0.0,20
0,36,oracle_upper_bound,1,1.0,20
0,36,oracle_upper_bound,2,0.0,20
0,36,oracle_upper_bound,3,0.0,20
0,36,oracle_upper_bound,4,0.0,20
0,37,oracle_upper_bound,0,0.0,20
0,37,oracle_upper_bound,1,1.0,20
0,37,oracle_upper_bound,2,0.0,20
0,37,oracle_upper_bound,3,0.0,20
0,37,oracle_upper_bound,4,0.0,20
0,38,oracle_upper_bound,0,0.0,20
0,38,oracle_upper_bound,1,1.0,20
0,38,oracle_upper_bound,2,0.0,20
0,38,oracle_upper_bound,3,0.0,20
0,38,oracle_upper_bound,4,0.0,20
0,39,oracle_upper_bound,0,0.0,20
0,39,oracle_upper_bound,1,1.0,20
0,39,oracle_upper_bound,2,0.0,20
0,39,oracle_upper_bound,3,0.0,20
0,39,oracle_upper_bound,4,0.0,20
0,0,self_consistency,0,0.2,20
0,0,self_consistency,1,0.2,20
0,0,self_consistency,2,0.2,20
0,0,self_consistency,3,0.2,20
0,0,self_consistency,4,0.2,20
0,1,self_consistency,0,0.2,20
0,1,self_consistency,1,0.2,20
0,1,self_consistency,2,0.2,20
0,1,self_consistency,3,0.2,20
0,1,self_consistency,4,0.2,20
0,2,self_consistency,0,0.2,20
0,2,self_consistency,1,0.2,20
0,2,self_consistency,2,0.2,20
0,2,self_consistency,3,0.2,20
0,2,self_consistency,4,0.2,20
0,3,self_consistency,0,0.2,20
0,3,self_consistency,1,0.2,20
0,3,self_consistency,2,0.2,20
0,3,self_consistency,3,0.2,20
0,3,self_consistency,4,0.2,20
0,4,self_consistency,0,0.2,20
0,4,self_consistency,1,0.2,20
0,4,self_consistency,2,0.2,20
0,4,self_consistency,3,0.2,20
0,4,self_consistency,4,0.2,20
0,5,self_consistency,0,0.2,20
0,5,self_consistency,1,0.2,20
0,5,self_consistency,2,0.2,20
0,5,self_consistency,3,0.2,20
0,5,self_consistency,4,0.2,20
0,6,self_consistency,0,0.2,20
0,6,self_consistency,1,0.2,20
0,6,self_consistency,2,0.2,20
0,6,self_consistency,3,0.2,20
0,6,self_consistency,4,0.2,20
0,7,self_consistency,0,0.2,20
0,7,self_consistency,1,0.2,20
0,7,self_consistency,2,0.2,20
0,7,self_consistency,3,0.2,20
0,7,self_consistency,4,0.2,20
0,8,self_consistency,0,0.2,20
0,8,self_consistency,1,0.2,20
0,8,self_consistency,2,0.2,20
0,8,self_consistency,3,0.2,20
0,8,self_consistency,4,0.2,20
0,9,self_consistency,0,0.2,20
0,9,self_consistency,1,0.2,20
0,9,self_consistency,2,0.2,20
0,9,self_consistency,3,0.2,20
0,9,self_consistency,4,0.2,20
0,10,self_consistency,0,0.2,20
0,10,self_consistency,1,0.2,20
0,10,self_consistency,2,0.2,20
0,10,self_consistency,3,0.2,20
0,10,self_consistency,4,0.2,20
0,11,self_consistency,0,0.2,20
0,11,self_consistency,1,0.2,20
0,11,self_consistency,2,0.2,20
0,11,self_consistency,3,0.2,20
0,11,self_consistency,4,0.2,20
0,12,self_consistency,0,0.2,20
0,12,self_consistency,1,0.2,20
0,12,self_consistency,2,0.2,20
0,12,self_consistency,3,0.2,20
0,12,self_consistency,4,0.2,20
0,13,self_consistency,0,0.2,20
0,13,self_consistency,1,0.2,20
0,13,self_consistency,2,0.2,20
0,13,self_consistency,3,0.2,20
0,13,self_consistency,4,0.2,20
0,14,self_consistency,0,0.2,20
0,14,self_consistency,1,0.2,20
0,14,self_consistency,2,0.2,20
0,14,self_consistency,3,0.2,20
0,14,self_consistency,4,0.2,20
0,15,self_consistency,0,0.2,20
0,15,self_consistency,1,0.2,20
0,15,self_consistency,2,0.2,20
0,15,self_consistency,3,0.2,20
0,15,self_consistency,4,0.2,20
0,16,self_consistency,0,0.2,20
0,16,self_consistency,1,0.2,20
0,16,self_consistency,2,0.2,20
0,16,self_consistency,3,0.2,20
0,16,self_consistency,4,0.2,20
0,17,self_consistency,0,0.2,20
0,17,self_consistency,1,0.2,20
0,17,self_consistency,2,0.2,20
0,17,self_consistency,3,0.2,20
0,17,self_consistency,4,0.2,20
0,18,self_consistency,0,0.2,20
0,18,self_consistency,1,0.2,20
0,18,self_consistency,2,0.2,20
0,18,self_consistency,3,0.2,20
0,18,self_consistency,4,0.2,20
0,19,self_consistency,0,0.2,20
0,19,self_consistency,1,0.2,20
0,19,self_consistency,2,0.2,20
0,19,self_consistency,3,0.2,20
0,19,self_consistency,4,0.2,20
0,20,self_consistency,0,0.2,20
0,20,self_consistency,1,0.2,20
0,20,self_consistency,2,0.2,20
0,20,self_consistency,3,0.2,20
0,20,self_consistency,4,0.2,20
0,21,self_consistency,0,0.2,20
0,21,self_consistency,1,0.2,20
0,21,self_consistency,2,0.2,20
0,21,self_consistency,3,0.2,20
0,21,self_consistency,4,0.2,20
0,22,self_consistency,0,0.2,20
0,22,self_consistency,1,0.2,20
0,22,self_consistency,2,0.2,20
0,22,self_consistency,3,0.2,20
0,22,self_consistency,4,0.2,20
0,23,self_consistency,0,0.2,20
0,23,self_consistency,1,0.2,20
0,23,self_consistency,2,0.2,20
0,23,self_consistency,3,0.2,20
0,23,self_consistency,4,0.2,20
0,24,self_consistency,0,0.2,20
0,24,self_consistency,1,0.2,20
0,24,self_consistency,2,0.2,20
0,24,self_consistency,3,0.2,20
0,24,self_consistency,4,0.2,20
0,25,self_consistency,0,0.2,20
0,25,self_consistency,1,0.2,20
0,25,self_consistency,2,0.2,20
0,25,self_consistency,3,0.2,20
0,25,self_consistency,4,0.2,20
0,26,self_consistency,0,0.2,20
0,26,self_consistency,1,0.2,20
0,26,self_consistency,2,0.2,20
0,26,self_consistency,3,0.2,20
0,26,self_consistency,4,0.2,20
0,27,self_consistency,0,0.2,20
0,27,self_consistency,1,0.2,20
0,27,self_consistency,2,0.2,20
0,27,self_consistency,3,0.2,20
0,27,self_consistency,4,0.2,20
0,28,self_consistency,0,0.2,20
0,28,self_consistency,1,0.2,20
0,28,self_consistency,2,0.2,20
0,28,self_consistency,3,0.2,20
0,28,self_consistency,4,0.2,20
0,29,self_consistency,0,0.2,20
0,29,self_consistency,1,0.2,20
0,29,self_consistency,2,0.2,20
0,29,self_consistency,3,0.2,20
0,29,self_consistency,4,0.2,20
0,30,self_consistency,0,0.2,20
0,30,self_consistency,1,0.2,20
0,30,self_consistency,2,0.2,20
0,30,self_consistency,3,0.2,20
0,30,self_consistency,4,0.2,20
0,31,self_consistency,0,0.2,20
0,31,self_consistency,1,0.2,20
0,31,self_consistency,2,0.2,20
0,31,self_consistency,3,0.2,20
0,31,self_consistency,4,0.2,20
0,32,self_consistency,0,0.2,20
0,32,self_consistency,1,0.2,20
0,32,self_consistency,2,0.2,20
0,32,self_consistency,3,0.2,20
0,32,self_consistency,4,0.2,20
0,33,self_consistency,0,0.2,20
0,33,self_consistency,1,0.2,20
0,33,self_consistency,2,0.2,20
0,33,self_consistency,3,0.2,20
0,33,self_consistency,4,0.2,20
0,34,self_consistency,0,0.2,20
0,34,self_consistency,1,0.2,20
0,34,self_consistency,2,0.2,20
0,34,self_consistency,3,0.2,20
0,34,self_consistency,4,0.2,20
0,35,self_consistency,0,0.2,20
0,35,self_consistency,1,0.2,20
0,35,self_consistency,2,0.2,20
0,35,self_consistency,3,0.2,20
0,35,self_consistency,4,0.2,20
0,36,self_consistency,0,0.2,20
0,36,self_consistency,1,0.2,20
0,36,self_consistency,2,0.2,20
0,36,self_consistency,3,0.2,20
0,36,self_consistency,4,0.2,20
0,37,self_consistency,0,0.2,20
0,37,self_consistency,1,0.2,20
0,37,self_consistency,2,0.2,20
0,37,self_consistency,3,0.2,20
0,37,self_consistency,4,0.2,20
0,38,self_consistency,0,0.2,20
0,38,self_consistency,1,0.2,20
0,38,self_consistency,2,0.2,20
0,38,self_consistency,3,0.2,20
0,38,self_consistency,4,0.2,20
0,39,self_consistency,0,0.2,20
0,39,self_consistency,1,0.2,20
0,39,self_consistency,2,0.2,20
0,39,self_consistency,3,0.2,20
0,39,self_consistency,4,0.2,20
0,0,ema_trust,0,0.2,20
0,0,ema_trust,1,0.2,20
0,0,ema_trust,2,0.2,20
0,0,ema_trust,3,0.2,20
0,0,ema_trust,4,0.2,20
0,1,ema_trust,0,0.2,20
0,1,ema_trust,1,0.2,20
0,1,ema_trust,2,0.2,20
0,1,ema_trust,3,0.2,20
0,1,ema_trust,4,0.2,20
0,2,ema_trust,0,0.19999999999999998,20
0,2,ema_trust,1,0.19999999999999998,20
0,2,ema_trust,2,0.19999999999999998,20
0,2,ema_trust,3,0.19999999999999998,20
0,2,ema_trust,4,0.19999999999999998,20
0,3,ema_trust,0,0.2,20
0,3,ema_trust,1,0.2,20
0,3,ema_trust,2,0.2,20
0,3,ema_trust,3,0.2,20
0,3,ema_trust,4,0.2,20
0,4,ema_trust,0,0.2,20
0,4,ema_trust,1,0.2,20
0,4,ema_trust,2,0.2,20
0,4,ema_trust,3,0.2,20
0,4,ema_trust,4,0.2,20
0,5,ema_trust,0,0.2,20
0,5,ema_trust,1,0.2,20
0,5,ema_trust,2,0.2,20
0,5,ema_trust,3,0.2,20
0,5,ema_trust,4,0.2,20
0,6,ema_trust,0,0.19999999999999998,20
0,6,ema_trust,1,0.19999999999999998,20
0,6,ema_trust,2,0.19999999999999998,20
0,6,ema_trust,3,0.19999999999999998,20
0,6,ema_trust,4,0.19999999999999998,20
0,7,ema_trust,0,0.2,20
0,7,ema_trust,1,0.2,20
0,7,ema_trust,2,0.2,20
0,7,ema_trust,3,0.2,20
0,7,ema_trust,4,0.2,20
0,8,ema_trust,0,0.2,20
0,8,ema_trust,1,0.2,20
0,8,ema_trust,2,0.2,20
0,8,ema_trust,3,0.2,20
0,8,ema_trust,4,0.2,20
0,9,ema_trust,0,0.19999999999999998,20
0,9,ema_trust,1,0.19999999999999998,20
0,9,ema_trust,2,0.19999999999999998,20
0,9,ema_trust,3,0.19999999999999998,20
0,9,ema_trust,4,0.19999999999999998,20
0,10,ema_trust,0,0.19999999999999998,20
0,10,ema_trust,1,0.19999999999999998,20
0,10,ema_trust,2,0.19999999999999998,20
0,10,ema_trust,3,0.19999999999999998,20
0,10,ema_trust,4,0.19999999999999998,20
0,11,ema_trust,0,0.19999999999999998,20
0,11,ema_trust,1,0.19999999999999998,20
0,11,ema_trust,2,0.19999999999999998,20
0,11,ema_trust,3,0.19999999999999998,20
0,11,ema_trust,4,0.19999999999999998,20
0,12,ema_trust,0,0.19999999999999998,20
0,12,ema_trust,1,0.19999999999999998,20
0,12,ema_trust,2,0.19999999999999998,20
0,12,ema_trust,3,0.19999999999999998,20
0,12,ema_trust,4,0.19999999999999998,20
0,13,ema_trust,0,0.19999999999999998,20
0,13,ema_trust,1,0.19999999999999998,20
0,13,ema_trust,2,0.19999999999999998,20
0,13,ema_trust,3,0.19999999999999998,20
0,13,ema_trust,4,0.19999999999999998,20
0,14,ema_trust,0,0.2,20
0,14,ema_trust,1,0.2,20
0,14,ema_trust,2,0.2,20
0,14,ema_trust,3,0.2,20
0,14,ema_trust,4,0.2,20
0,15,ema_trust,0,0.19999999999999998,20
0,15,ema_trust,1,0.19999999999999998,20
0,15,ema_trust,2,0.19999999999999998,20
0,15,ema_trust,3,0.19999999999999998,20
0,15,ema_trust,4,0.19999999999999998,20
0,16,ema_trust,0,0.2,20
0,16,ema_trust,1,0.2,20
0,16,ema_trust,2,0.2,20
0,16,ema_trust,3,0.2,20
0,16,ema_trust,4,0.2,20
0,17,ema_trust,0,0.2,20
0,17,ema_trust,1,0.2,20
0,17,ema_trust,2,0.2,20
0,17,ema_trust,3,0.2,20
0,17,ema_trust,4,0.2,20
0,18,ema_trust,0,0.199093148937048,20
0,18,ema_trust,1,0.200226712765738,20
0,18,ema_trust,2,0.200226712765738,20
0,18,ema_trust,3,0.200226712765738,20
0,18,ema_trust,4,0.200226712765738,20
0,19,ema_trust,0,0.19970097810720425,20
0,19,ema_trust,1,0.20007475547319895,20
0,19,ema_trust,2,0.20007475547319895,20
0,19,ema_trust,3,0.20007475547319895,20
0,19,ema_trust,4,0.20007475547319895,20
0,20,ema_trust,0,0.199899181796266,20
0,20,ema_trust,1,0.20002520455093345,20
0,20,ema_trust,2,0.20002520455093345,20
0,20,ema_trust,3,0.20002520455093345,20
0,20,ema_trust,4,0.20002520455093345,20
0,21,ema_trust,0,0.19996672658807543,20
0,21,ema_trust,1,0.20000831835298113,20
0,21,ema_trust,2,0.20000831835298113,20
0,21,ema_trust,3,0.20000831835298113,20
0,21,ema_trust,4,0.20000831835298113,20
0,22,ema_trust,0,0.1999890847997594,20
0,22,ema_trust,1,0.20000272880006018,20
